F1,4586,ULS01,-1185.5699428511377,-4.062018464657077,936167.351123847,15.476290417318042,-1532.0836434827772,1.1995734696487075e-06
F2,4593,ULS01,-2559.379546231492,-5.339405776668201,865005.7354675452,20.34313589708351,-3278.1593325431973,3.0524585418576076e-06
F3,4600,ULS01,-2368.3410108285166,-7.030837500198233,863980.2517894489,26.787490787329535,-3037.217977308684,4.854322918498348e-06
F4,4607,ULS01,-1093.6514444417517,-8.130734062079062,833454.0000651198,30.978096587690835,-1420.4060839576748,5.427464375435085e-06
F5,4614,ULS01,-1243.3022870993182,-8.998353268343758,874130.2949579671,34.283725957735804,-1608.984887119352,2.933081538938079e-06
F1,4586,ULS02_a,-3274.6902367216,-2.9851708777116954,1460794.2103796664,11.373501093300986,-4217.289810420436,4.4112392129104174e-07
F2,4593,ULS02_a,-6796.275435201987,-6.003492029838367,1378028.7877436564,22.87330450772829,-8691.630229211525,2.9329607227462332e-06
F3,4600,ULS02_a,-7143.717924503686,-9.934601142564075,1393901.2898411048,37.850830228223195,-9134.170825805837,7.00902415335551e-06
F4,4607,ULS02_a,-5633.85589952314,-12.682329109209602,1372021.27806272,48.31967361155121,-7215.315579022825,8.649390803363496e-06
F5,4614,ULS02_a,-3720.5405319170336,-14.915460369987914,1311585.83592463,56.827904018514985,-4790.956277218262,4.7905188766066784e-06
F1,4586,ULS02_b,-4105.128916918471,-0.9532059766597178,1315223.6940109124,3.631714786789857,-5284.668958526429,-5.305295289153428e-08
F2,4593,ULS02_b,-7873.463168684315,-4.426106552557283,1256678.7472730093,16.86346587238081,-10069.139551960252,2.1736208631552266e-06
F3,4600,ULS02_b,-8219.089713700794,-8.78952734597146,1272241.1965126474,33.48809907760637,-10506.852242358305,6.544528435200432e-06
F4,4607,ULS02_b,-6714.91352838287,-11.847922969801687,1250439.4252345704,45.14058623978537,-8592.131685435877,8.359297440933551e-06
F5,4614,ULS02_b,-3775.3308675205267,-14.295699417031097,1115832.35440856,54.46661478738148,-4866.6379227420075,4.6303899513861964e-06
F1,4586,ULS03_a,-1266.2595548321556,-4.044774358832236,1177228.4348891242,15.410590373840957,-1651.2917150527771,1.0509080757635711e-06
F2,4593,ULS03_a,-4122.477826731598,-6.053075402878793,1104106.4239014622,23.062217157972444,-5277.631036183333,3.312414409611418e-06
F3,4600,ULS03_a,-4055.4152018479945,-8.619579415181791,1108041.178839035,32.84059746343559,-5194.393940903513,6.007358281646341e-06
F4,4607,ULS03_a,-2385.75198312955,-10.300042622592583,1075898.507653524,39.24316215286712,-3075.9555032750836,6.939105046483376e-06
F5,4614,ULS03_a,-2076.29711337389,-11.699604371681856,1126462.6727556475,44.57549266305847,-2682.2621934349386,3.798109332526101e-06
F1,4586,ULS03_b,-2360.54444405148,-2.8412444208231573,1110552.0696638217,10.8251412901827,-3045.4905553910103,6.547995393532947e-07
F2,4593,ULS03_b,-5124.528761798192,-5.161604308161008,1049300.3022503338,19.665712305800632,-6555.364874159284,2.7540693647123406e-06
F3,4600,ULS03_b,-5059.946235079832,-8.097352404351927,1053068.9222994247,30.850912558741584,-6474.7840422017825,5.761442847912998e-06
F4,4607,ULS03_b,-3393.955727720578,-10.069891260764425,1021016.8959343222,38.36628546964706,-4359.7910662586155,6.8879441304954376e-06
F5,4614,ULS03_b,-2585.2308553053017,-11.688494272532072,1004718.9444093799,44.53316318529085,-3333.425795027598,3.7830399039169035e-06
F1,4586,ULS04_a,-1477.8263200278784,3.996688377517108,975485.3859341928,-15.22738278423771,-1994.8263212397198,-3.4894239389665936e-06
F2,4593,ULS04_a,-3529.1362538221438,-1.042832579412926,910832.4967302192,3.9731921056828914,-4621.452853160318,4.214996442068831e-09
F3,4600,ULS04_a,-3290.4080372469152,-6.2709502297499755,903667.7099674401,23.892320296477955,-4325.364833837141,2.1640632492776864e-06
F4,4607,ULS04_a,-1740.3509840050433,-13.395211923382488,885728.6303400641,51.03575711699506,-2387.6168817446637,9.114875419921105e-06
F5,4614,ULS04_a,-1851.4244481263217,-20.62862645592746,905573.5518955804,78.59506680933883,-2487.6280380842595,9.342257052473157e-06
F1,4586,ULS04_b,-1541.3490027787157,-214.45041491789377,971105.9303050579,817.0560843730352,-1777.5661439629177,6.919072129848977e-05
F2,4593,ULS04_b,-3447.690322143592,-203.39901271183703,904176.5568672541,774.9502341647476,-4344.368086326659,0.0001171852378242448
F3,4600,ULS04_b,-3237.219732888219,-206.90204971602842,902766.6876653449,788.2968068158991,-4128.356183508453,0.00012836403820625804
F4,4607,ULS04_b,-1800.2370517982051,-216.29543933342805,871888.4338907609,824.0856188370541,-2350.9460401982456,0.00012907832019566263
F5,4614,ULS04_b,-2088.928739598519,-229.36112752182635,910672.0319399467,873.8658959944322,-2868.3217798321725,7.551810878097889e-05
F1,4586,ULS05_a,-929.6460017628649,11.05755295787304,1031705.8059457438,-42.129276951813715,-1382.835184113083,-7.611422575706037e-06
F2,4593,ULS05_a,-2949.9905010445927,2.8067992944175497,954666.9948304452,-10.693905252845685,-3988.9115043884613,-2.4565534904937825e-06
F3,4600,ULS05_a,-2932.00432444368,-5.247808959155738,947660.3783384145,19.994152068383617,-3975.2945726815587,-6.453575036146785e-07
F4,4607,ULS05_a,-1825.9431678176918,-17.894423680914805,956075.1197475648,68.17775380870441,-2626.943508908978,1.2266791864509507e-05
F5,4614,ULS05_a,-1410.010009847682,-31.02846383121365,970624.5687293725,118.21844721535943,-2021.4863113493664,1.5378196054328395e-05
F1,4586,ULS05_b,-1056.6913672649612,-425.83665363294756,1022946.8946874702,1622.437657362732,-948.3148295600114,0.00013774886789920645
F2,4593,ULS05_b,-2787.098637687493,-401.90556097043174,941355.1151045184,1531.2601788652846,-3434.741970721146,0.0002319054921651115
F3,4600,ULS05_b,-2825.627715725891,-406.51000793171124,945858.333734233,1548.8031251072264,-3581.2772720236762,0.00025175459241034634
F4,4607,ULS05_b,-1945.7153034042728,-423.6948785010044,928394.7268489626,1614.2774772488167,-2553.6018258164636,0.0002521936814159914
F5,4614,ULS05_b,-1885.0185927919586,-448.49346596301126,980821.528818113,1708.7601055855425,-2782.873794845041,0.00014772989951133982
F1,4586,ULS05_c,-2023.930890981661,12.26108289588196,965029.4407204564,-46.71472603547109,-2777.034024450646,-8.00753111211625e-06
F2,4593,ULS05_c,-3952.041436111329,3.6982703891353705,899860.8731793036,-14.090410105017032,-5266.645342364595,-3.0148985353926608e-06
