747,DeadL,10806.803882503482
3705,DeadL,12232.094353957717
3719,DeadL,11972.047936550965
748,DeadL,10670.688828101132
71,DeadL,12300.265824948563
2635,DeadL,11321.698888886462
746,DeadL,10967.150414441998
4814,DeadL,7649.1725295080905
83,DeadL,12256.038466588503
745,DeadL,11068.042371731459
1477,DeadL,12434.218984324425
1473,DeadL,12363.707376036526
885,DeadL,7461.112222108051
2629,DeadL,11753.792117222229
1471,DeadL,12220.232229659092
0,DeadL,22579.691832732366
1487,DeadL,11003.25087382889
4864,DeadL,11317.203811309293
87,DeadL,13973.087702288482
82,DeadL,12292.018408365942
1468,DeadL,11854.40241797133
3712,DeadL,12539.640588659007
3166,DeadL,8849.4542903679
1476,DeadL,12443.234054579165
952,DeadL,12129.006889612972
80,DeadL,12337.348545523717
1466,DeadL,11490.530997998307
4841,DeadL,11500.517509699968
950,DeadL,12133.113966314355
949,DeadL,12115.39156098389
3707,DeadL,12409.264643222661
1404,DeadL,4999.59776810678
3713,DeadL,12513.72354170286
2636,DeadL,10860.176826279147
81,DeadL,12306.38701625574
947,DeadL,12039.403465064439
1475,DeadL,12434.505645509007
946,DeadL,11980.354123646008
925,DeadL,10418.986679509086
1467,DeadL,11657.154179205274
3702,DeadL,11776.854383182457
1469,DeadL,11995.914233215448
77,DeadL,12406.472558217287
76,DeadL,12416.612329252534
68,DeadL,12077.201439145207
2631,DeadL,11742.343117474835
2579,DeadL,4821.084146303047
74,DeadL,12405.969276754735
1474,DeadL,12408.044575137468
1323,DeadL,9012.059814485618
3714,DeadL,12470.351656539111
2609,DeadL,10325.668209167412
72,DeadL,12348.147997613683
1304,DeadL,6269.601818539175
4860,DeadL,12663.524645756763
70,DeadL,12239.5989482193
67,DeadL,11968.668226352991
24077,DeadL,4179.829660078336
69,DeadL,12164.796577681322
3709,DeadL,12513.603137586982
3722,DeadL,11158.92060766864
2634,DeadL,11449.283491601396
1485,DeadL,11655.77218828802
727,DeadL,7062.83564461125
1486,DeadL,11489.678422625717
24081,DeadL,5241.15647026195
66,DeadL,11852.393822834601
944,DeadL,11813.336235605691
1483,DeadL,11994.484439696493
3718,DeadL,12110.204784995909
1482,DeadL,12118.922619104349
1484,DeadL,11852.745051248923
1481,DeadL,12218.994803437236
945,DeadL,11904.44216616545
1480,DeadL,12300.384724015865
3708,DeadL,12470.17650808729
1472,DeadL,12301.442675818718
1479,DeadL,12362.885753971066
3682,DeadL,5349.954951625721
1478,DeadL,12407.479717951528
3716,DeadL,12330.021667528461
2628,DeadL,11712.413773884078
24075,DeadL,3678.771205704279
24057,DeadL,2816.6104551361514
1447,DeadL,5077.51941186027
65,DeadL,11679.342415092458
3720,DeadL,11777.148800509032
4862,DeadL,11862.731826863881
2633,DeadL,11598.126294299236
951,DeadL,12137.641426051558
3711,DeadL,12548.264877041762
3165,DeadL,9335.078150048339
956,DeadL,11958.764314565018
79,DeadL,12363.624112322192
3721,DeadL,11612.530318120947
24083,DeadL,6605.662213048934
3706,DeadL,12329.757830420593
64,DeadL,11543.276388727554
2632,DeadL,11684.506918644354
955,DeadL,12022.99405985988
3701,DeadL,11612.350231699449
2630,DeadL,11765.09309597005
24079,DeadL,4644.546203496088
63,DeadL,11189.447591946719
85,DeadL,12262.127531621907
75,DeadL,12416.804942960222
4863,DeadL,11545.008189707816
954,DeadL,12071.856196841414
3703,DeadL,11971.694050265807
3167,DeadL,8970.188793189593
24078,DeadL,4423.694747816951
4859,DeadL,13518.831863890702
45,DeadL,6095.098891977335
948,DeadL,12084.349404424063
3639,DeadL,5366.8052749989965
1324,DeadL,9122.516292021259
953,DeadL,12107.237899969155
24080,DeadL,4912.070365256765
943,DeadL,11693.085220046312
24076,DeadL,4005.0145317937195
3704,DeadL,12109.900010528077
749,DeadL,10496.612473844467
73,DeadL,12383.23396663847
3700,DeadL,11157.134809038846
86,DeadL,12353.189736224927
4865,DeadL,11105.533248290909
3715,DeadL,12409.490220067299
2627,DeadL,11622.083679034493
1470,DeadL,12120.345737569844
702,DeadL,7017.579112145171
4861,DeadL,12196.048453156776
1322,DeadL,8953.422701836782
3710,DeadL,12539.57949025995
3147,DeadL,10223.434367353831
84,DeadL,12309.557996033413
78,DeadL,12388.383299996007
1465,DeadL,11011.525466112342
3717,DeadL,12232.397938676819
24082,DeadL,5691.987270101901
747,LiveL,8580.256549623306
3705,LiveL,9904.91544371323
3719,LiveL,9791.56843583251
748,LiveL,8532.06994009903
71,LiveL,9437.816478816369
2635,LiveL,9080.04053926548
746,LiveL,8636.964446323234
4814,LiveL,6449.561760917583
83,LiveL,9360.581468422368
745,LiveL,8671.538286572917
1477,LiveL,9562.867233351515
1473,LiveL,9532.0739952766
885,LiveL,5802.759809670528
2629,LiveL,9248.377968270399
1471,LiveL,9469.41678782189
0,LiveL,5411.550508138371
1487,LiveL,8880.777983896121
4864,LiveL,8801.63816537088
87,LiveL,9130.449242054185
82,LiveL,9399.071454225823
1468,LiveL,9309.730326816229
3712,LiveL,10040.961034123233
3166,LiveL,7127.8993603625995
1476,LiveL,9566.893010733605
952,LiveL,9337.956307916684
80,LiveL,9450.866663043638
1466,LiveL,9163.902113366476
4841,LiveL,4562.839654719359
950,LiveL,9339.487508905528
949,LiveL,9333.620888772517
3707,LiveL,9983.030047937438
1404,LiveL,3331.546647513027
3713,LiveL,10029.516755137194
2636,LiveL,8821.223206844727
81,LiveL,9427.542724143805
947,LiveL,9308.16016453386
1475,LiveL,9563.109207108913
946,LiveL,9288.21293184803
925,LiveL,8233.7644142512
1467,LiveL,9230.648835970998
3702,LiveL,9712.670636098788
1469,LiveL,9372.943704867968
77,LiveL,9487.873746760035
76,LiveL,9490.572580690809
68,LiveL,9354.041080957495
2631,LiveL,9244.876244111889
2579,LiveL,3369.334820154341
74,LiveL,9482.44241430435
1474,LiveL,9551.499458427683
1323,LiveL,7229.693953456067
3714,LiveL,10010.400179879112
2609,LiveL,8196.590894781986
72,LiveL,9456.962773962006
1304,LiveL,4377.797320936952
4860,LiveL,8789.904810850316
70,LiveL,9414.474454748779
67,LiveL,9313.952909555323
24077,LiveL,40.03663764069063
69,LiveL,9386.336145287645
3709,LiveL,10029.26946635245
3722,LiveL,9377.761341780633
2634,LiveL,9128.578199967922
1485,LiveL,9229.482212174062
727,LiveL,5514.867458038737
1486,LiveL,9163.181609182273
24081,LiveL,188.72396995399833
66,LiveL,9271.987590859311
944,LiveL,9231.158582390794
1483,LiveL,9371.736816886643
3718,LiveL,9853.752477440343
1482,LiveL,9424.265158041542
1484,LiveL,9308.331653474186
1481,LiveL,9468.372311669847
945,LiveL,9262.329906537374
1480,LiveL,9503.820627022451
3708,LiveL,10010.040482519122
1472,LiveL,9504.71361072241
1479,LiveL,9531.380470503362
3682,LiveL,3663.0841051666507
1478,LiveL,9551.022662400523
3716,LiveL,9948.764867442917
2628,LiveL,9230.360243693842
24075,LiveL,-71.43384675508264
24057,LiveL,-1327.8030450560495
1447,LiveL,3397.196837867304
65,LiveL,9208.053933304103
3720,LiveL,9713.275664358016
4862,LiveL,8876.08636486313
2633,LiveL,9185.25389975963
951,LiveL,9340.927542939602
3711,LiveL,10044.729091236935
3165,LiveL,7338.893000846943
956,LiveL,9280.064783650703
79,LiveL,9468.194065963502
3721,LiveL,9647.204716919685
24083,LiveL,438.74972364008295
3706,LiveL,9948.223137441255
64,LiveL,9156.006027350593
2632,LiveL,9222.664004562337
955,LiveL,9302.094424007471
3701,LiveL,9646.83140289224
2630,LiveL,9253.983345638026
24079,LiveL,79.08232527670896
63,LiveL,9053.505819591937
85,LiveL,9253.466775435472
75,LiveL,9488.718927136153
4863,LiveL,8850.510558194177
954,LiveL,9318.597491542394
3703,LiveL,9790.842881266948
3167,LiveL,7177.206194033171
24078,LiveL,48.91968878108696
4859,LiveL,8667.035911568111
45,LiveL,4958.315144974707
