 Comb. , Elem. , Sect. , N , Vy , Vz , T , My , Mz 
combULS01, 145, 1, 529.205881576, -97128.5915505, -251.96344499, 0.0, -53546.9123739, 0.0
combULS01, 146, 0, -635.033940168, -27373.9167802, -232.31480222, 0.0, -84788.1239426, 0.0
combULS01, 146, 1, 1587.63072673, -134108.96211, -232.31480222, 0.0, -44380.2878399, 0.0
combULS01, 147, 0, -512.798236391, -35936.7819874, -92.0497134833, 0.0, -9677.56526859, 0.0
combULS01, 147, 1, 1790.91632509, -9657.27937178, -92.0497134833, 0.0, -53538.1183988, 0.0
combULS01, 148, 0, -2034.34970345, -138971.782758, -155.204014085, 0.0, -46637.7188872, 0.0
combULS01, 148, 1, 878.37537324, -36539.7022414, -155.204014085, 0.0, -86375.2446653, 0.0
combULS01, 149, 0, -4522.65678368, -395875.908943, -577.564888108, 0.0, -151214.964294, 0.0
combULS01, 149, 1, 3453.3434971, -384419.754267, -577.564888108, 0.0, -143850.992757, 0.0
combULS01, 151, 0, -1456.65869103, 8949.05370214, -552.898499616, 0.0, -52409.9964852, 0.0
combULS01, 151, 1, 509.300889393, -33776.9166085, -552.898499616, 0.0, -9152.56464026, 0.0
combULS01, 152, 0, -796.26521593, 22693.0510178, -904.062111119, 0.0, -37242.8474216, 0.0
combULS01, 152, 1, 242.570940737, -30522.449662, -904.062111119, 0.0, -15634.7927959, 0.0
combULS01, 153, 0, -52.41019552, 16928.0171191, -480.772798209, 0.0, -11905.3299483, 0.0
combULS01, 153, 1, -109.63499355, -16933.8955499, -480.772798209, 0.0, -11908.535235, 0.0
combULS01, 154, 0, -1065.63854543, 31265.514146, -1825.57053298, 0.0, -85746.3067227, 0.0
combULS01, 154, 1, 1909.17423187, -131067.783813, -1825.57053298, 0.0, -44126.6928986, 0.0
combULS01, 155, 0, 742.661958166, 92846.8055206, -2370.51066217, 0.0, -52970.8200009, 0.0
combULS01, 155, 1, 616.256418937, -92622.1271438, -2370.51066217, 0.0, -52988.2877192, 0.0
combULS01, 156, 0, 296.45597362, 30439.936726, -937.437804573, 0.0, -15585.4806732, 0.0
combULS01, 156, 1, -979.880584649, -22598.706836, -937.437804573, 0.0, -37208.3446332, 0.0
